Date,Newspaper,TypeOfArticle,View.Grade,News.Grade,ArticleName,Coresspondent,Summary,Tag1,Tag2,Language,VG.Score,NG.Score,Total.Score
2019-01-05T00:00:00Z,Daily Mirror,Photograph,Neutral,Neutral,SL born Oslo Deputy Mayor calls on President,NA,"Sri Lanka-born Khamshajiny Gunaratnam, who is the current Deputy Mayor of Norway’s Capital Oslo, called on President Maithripala Sirisena at the Presidential Secretariat.",NA,NA,English,0,0,0
2019-01-05T00:00:00Z,Thinakkural,News,Neutral,Neutral,Corpse of foreign national recovered,NA,The police said that the corpse of the 23-year old Norwegian national who had gone missing in the sea in Weligama had been recovered.,NA,NA,Tamil,0,0,0
2019-01-05T00:00:00Z,Virakesari,Photograph,Neutral,Neutral,Oslo Deputy Mayor calls on President,NA,"Sri Lanka-born Khamshajiny Gunaratnam, who is the current Deputy Mayor of Norway’s Capital Oslo, called on President Maithripala Sirisena at the Presidential Secretariat yesterday (1st)",NA,NA,Tamil,0,0,0
2019-01-05T00:00:00Z,Virakesari,News,Neutral,Neutral,Corpse of foreign national recovered,R. Vithusha,The police said that the corpse of the 23-year old Norwegian national who had gone missing in the sea in Weligama had been recovered.,NA,NA,Tamil,0,0,0
2019-01-03T00:00:00Z,Daily FT,Feature,Neutral,Neutral,Fitness affects stroke risk,NA,"Low fitness levels have long been tied to higher risk for heart problems. Now researchers say men’s cardiorespiratory fitness is tied to their risk for stroke as well. Researchers in Norway followed 2,014 middle-aged men for more than 20 years. Those who were unfit for the whole study period, or who started out fit but became less so, were twice as likely to have a stroke as those who stayed fit or became fit, they reported in the journal Stroke. Future studies should confirm these findings using better measures of cardiorespiratory fitness than were available in the 1970s. In addition, fitness levels should be evaluated based on gender, race and ethnicity, body composition, medications, smoking status and nutrition, said Dr. Jari Laukkanen of the University of Eastern Finland in Kuopio, who wasn’t involved in the study.",NA,NA,English,0,0,0
2019-01-03T00:00:00Z,Tamil Mirror,News,Neutral,Neutral,Sri Lanka improves in media freedom index,NA,"According to the World Press Freedom’s 2018 report, Sri Lanka is ranked 131 in the media freedom index. In 2017, Sri Lanka was ranked 141. Meanwhile Norway is the top in the index.",NA,NA,Tamil,0,0,0
2019-01-03T00:00:00Z,Thinakaran,News,Neutral,Neutral,Sri Lanka improves in media freedom index,NA,"According to the World Press Freedom’s 2018 report, Sri Lanka is ranked 131 in the media freedom index. In 2017, Sri Lanka was ranked 141. Meanwhile Norway is the top in the index.",NA,NA,Tamil,0,0,0
2019-01-03T00:00:00Z,Thinakkural,Feature,Neutral,Neutral,“Sri Lanka needs for a pluralist constitution” - Peace-builder Bob Rae,NA,"Bob Rae is a former Member of Parliament, former Interim Leader of the Liberal Party of Canada, and former Premier of Ontario. Rae was the Chairman of the Forum of Federations. As Chairman, Rae helped oversee constitutional discussions between the Government of Sri Lanka and Tamil Tiger rebels. In his critically-acclaimed book, Exporting Democracy: The Risks and Rewards of Pursuing a Good Idea,’ Rae dedicates a whole chapter to the ethnic conflict in Sri Lanka and his experiences overseeing negotiations between the senior individuals of the LTTE and the Sri Lankan Government. In an interview with Pitasanna Shanmugathas, to discuss his role during the Norway brokered ceasefire between the Sri Lankan Government and the LTTE, Rae stressed the need for Sri Lankan to adopt a pluralist constitution that respects, protects, and provides rights to all communities. Responding to the question “Can you tell me how the Forum of Federations initially became involved in Sri Lanka?”, Rae stated that they were approached—initially before and after the ceasefire was negotiated—by the Government of Sri Lanka and by the Government of Norway to try to help in the process of discussions with the LTTE.  He added for a period of about three or four years, the Forum of Federations, and he, as Chairman,  as well as David Cameron (the  Dean of Arts and Science at the University of Toronto), had been working closely with the [Sri Lankan] Government, with the Government of Norway, and with the leadership of the LTTE. Responding to another query, he said during a meeting between Anton Balasingham and the Government in Oslo in 2003-2004, it looked as if they were agreeing that a range of possibilities within the federal arrangement should be looked at and should be a focus. Responding to the following question “A lot of people are quick to call what happened to the Tamils in Sri Lanka genocide. Even, your former Liberal colleague MP Jim Karygiannis, whom I interviewed, said that what happened to Tamils in Sri Lanka is ‘nothing less than genocide’”, he replied that It was a horrendous, violent attempt to overpower the Tamil minority and to entirely eliminate the political leadership of the community. He further added that he had problems with some of the elements of the political leadership. Rae wet on to say that he had disagreements with the LTTE and he still got criticised in the Tamil community in Toronto for being not sufficiently supportive of the LTTE.",NA,NA,Tamil,0,0,0
2019-01-01T00:00:00Z,Virakesari,Editorial,Neutral,Positive,Will the political solution be possible in the new year?,NA,"The history of Sri Lanka shows that effort on resolving the problems faced by the Tamil people had been taken up and dropped half way and the resolutions taken with regard to that kept unimplemented. A the time when Sri Lanka got independence, the Tamil political leaders had struggled to get their rights in a democratic way. For four decades they had been demonstrated for their rights in a democratic way. The Bandaranaike–Chelvanayakam Pact and Dudley Senanayake - Chelvanayakam Pact were made but they were abandoned. As efforts of the Tamil political leaders failed, the Tamil youth initiated armed struggle against the government and it went on for three decades. The governments who came to power made agreements with the Liberation Tigers of Tamil Eelam (LTTE) and then they were dropped. In 1987, the Indo-Lanka Accord was made and provincial governements were established and it was expected that the problems be resolved but nothing had happened. During Chandrika Kumaratunka’s presidency peace talks held but it got failed and armed struggle continued. In 2000, another plan was tabeled in parliament and it was rejected by the United National Party (UNP). In 2001, a government was formed headed by Prime Minister Ranil Wickremesinghe and peace talks resumed with the mediation of Norway. From 2002 to 2004 the peace talks had been held and agreements were signed with the LTTE and they agreed to resolve the problems but it failed. Following the end the armed struggle, Mahinda Rajapaksa headed government formed an all party committee and the committee submitted a report but there was no progress. If the problems be resolved, the the leaders should work selflessly in this year.",NA,NA,Tamil,0,1,1
2018-12-30T00:00:00Z,Divaina,Headline,Negative,Negative,TNA MANTRIVARU REKAGANNA RATAVAL HATHARAK DITHVA PURAVESIBAVA YANGAY,KEERTHI VARNAKULASURIYA,NA,NA,NA,Sinhala,-1,-1,-2
2018-12-21T00:00:00Z,Daily Mirror,News,Neutral,Neutral,Lankan start-up Tracified wins scholarship from Founder Institute at Oslo Innovation Week 2018,NA,"Tracified, an innovative digital platform for food traceability, that uses Blockchain technology to empower both vendors and consumers by providing end-to-end information on food products, was a key highlight at the Oslo Innovation Week 2018. The product, with its cutting-edge technology, saw it emerge the winner of the Best Oslo Sustainability Start-up Pitch, amidst many other global startups. It was a pivotal moment for the Sri Lankan start-up, the result of the hard work and dedication of a young team of dynamic Lankan engineers. Representing Sri Lanka at the Oslo Innovation Summit this year, the Tracified team made the trip to Norway to pitch its product to Scandinavian investors and scored a double victory",NA,NA,English,0,0,0
2018-12-20T00:00:00Z,Daily Mirror,News,Neutral,Neutral,Electric jaguar I-Pace voted Norway’s car of the year,NA,"The all-electric Jaguar I-PACE has been awarded Norwegian car of the year 2019. Eight expert jurors voted for Jaguar’s first electric vehicle (EV) against eight other finalists, including the Volvo V60, Nissan Leaf and Ford Focus.",NA,NA,English,0,0,0
2018-12-20T00:00:00Z,The Island,News,Neutral,Neutral,Commonwealth Secretary General too welcomes resolution of political crises here,NA,"Secretary-General of the Commonwealth Patricia Scotland welcomed the resolution of Sri Lanka’s political crisis with the return of United National Party (UNP) leader Ranil Wickremesinghe as Prime Minister. Meanwhile China also welcomed the end of the political instability stating that ‘China, as a traditional close neighbour and a most important development partner, welcomed the peaceful and proper resolution of recent political situation in Sri Lanka by all related parties.’ Earlier this week several western nations, including the European Union (EU), the United States and Australia, welcomed the political developments in Sri Lanka. ""As steady friends of Sri Lanka, we welcome the peaceful and democratic resolution of the political crisis in accordance with the constitution. We commend the resilience of Sri Lanka’s democratic institutions and will continue to support its efforts towards national reconciliation and prosperity for all,"" the Delegation of the European Union said issuing a statement in agreement with the EU Ambassadors and the Norwegian Ambassador resident in Colombo",NA,NA,English,0,0,0
2018-12-20T00:00:00Z,Daily News,News,Neutral,Neutral,Brexit is destroying Britain’s Constitution,Garvan Walshe,"The writer opines that Brexit has triggered an irreversible collapse of Britain’s political, legal, and social order. Two events last week changed the Brexit game. The European Court of Justice ruled that the United Kingdom could unilaterally cancel its decision to leave the European Union before signing a withdrawal agreement. The Conservative members of parliament called a vote of no confidence in their leader Theresa May and lost. They only mustered 117 votes to unseat her, while she secured the backing of 200 Conservative MPs. The writer opines that the first development strengthened remainers, and the second gave the prime minister vital breathing space that could theoretically be used to advance their agenda. He further remarks that despite the fervent hopes of remainers, nothing that happened last week makes an “exit from Brexit” more likely. Instead, Brexit compromises conceivably capable of bridging the country’s divides, such as the “Norway plus” option proposed by moderate Conservative MP Nick Boles, are now harder than ever to reach.",NA,NA,English,0,0,0
2018-12-19T00:00:00Z,Daily News,Short Opinion,Neutral,Neutral,Gender equality at work could take over 200 years – WEF,NA,"The World Economic Forum (WEF) report indicates it will take centuries to achieve gender parity in workplaces around the globe. The report said there had been some improvements in wage equality this year compared to 2017, when the global gender gap widened for the first time in a decade. But it warned that these were offset by declining representation of women in politics, coupled with greater inequality in their access to health and education. Overall, the Nordic countries once again dominated the top of the table: men and women were most equal in Iceland, followed by Norway, Sweden and Finland. Syria, Iraq, Pakistan and Yemen showed the biggest overall gender gaps of the countries surveyed. Among the world’s 20 leading economies, France fared the best, taking 12th place overall, followed by Germany in 14th place, Britain in 15th, Canada in 16th and South Africa in 19th.",NA,NA,English,0,0,0
2018-12-19T00:00:00Z,The Island,Short Opinion,Neutral,Neutral,A UNP govt. under hostile President,C.A. Chandraprema,"This opinion piece highlights the reported hostile behaviour of President Mathirpala Sirisena during the coup that commenced on 26 October. The writer reported that following the re-appointment of Ranil Wickremasinghe as Prime Minister President Sirisena proceeded to give the Premier and all of the ‘UNP stalwarts’, who had come to witness the swearing in the kind of ‘telling off’ that no Prime Minister has ever had to stomach immediately after being sworn in. The writer remarked that it was the first taste that the UNP got of what life was going to be like under a hostile President. In his concluding remarks, the writer opined the drafters of the 19th Amendment seem to have thought that the way to prevent a hostile president from dissolving parliament on a whim was to turn the MPs who aspire to form a government into prisoners of that same President. As former President Mahinda Rajapaksa has pointed out in his speech on 2 December, there is no legislature in the world with the sole exception of Norway which cannot be dissolved even if the incumbent government loses a vote on the budget, the vote on the statement of government policy or a no-confidence motion.",NA,NA,English,0,0,0
2018-12-18T00:00:00Z,Daily Mirror,News,Neutral,Neutral,"EU, US, Australia welcome resolution of political crisis",NA,"Following the October 26 coup, the Ambassadors of the European Union (EU), France, Germany, Italy, The Netherlands, Romania, the High Commissioner of the United Kingdom, as well as the Ambassadors of Norway and Switzerland expressed their concern on the situation in Sri Lanka and called on President Maithripala Sirisena to summon Parliament immediately. Subsequently, the EU in a brief statement welcomed “the peaceful and democratic resolution of the political crisis in Sri Lanka accordance with the constitution”.",NA,NA,English,0,0,0
2018-12-18T00:00:00Z,Daily Mirror,News,Neutral,Neutral,"EU, US, Australia welcome resolution of political crisis",NA,"Following the October 26 coup, the Ambassadors of the European Union (EU), France, Germany, Italy, The Netherlands, Romania, the High Commissioner of the United Kingdom, as well as the Ambassadors of Norway and Switzerland expressed their concern on the situation in Sri Lanka and called on President Maithripala Sirisena to summon Parliament immediately. Subsequently, the EU in a brief statement welcomed “the peaceful and democratic resolution of the political crisis in Sri Lanka accordance with the constitution”.",NA,NA,English,0,0,0
2018-12-18T00:00:00Z,Daily News,News,Neutral,Neutral,"EU, US, Australia welcome peaceful resolution of political crisis",Disna Mudalige,"Following the October 26 coup, the Ambassadors of the European Union (EU), France, Germany, Italy, The Netherlands, Romania, the High Commissioner of the United Kingdom, as well as the Ambassadors of Norway and Switzerland expressed their concern on the situation in Sri Lanka and called on President Maithripala Sirisena to summon Parliament immediately. Subsequently, the EU in a brief statement welcomed “the peaceful and democratic resolution of the political crisis in Sri Lanka accordance with the constitution”.",NA,NA,English,0,0,0
2018-12-18T00:00:00Z,The Island,News,Neutral,Neutral,"EU, welcomes peaceful, democratic resolution of Sri Lanka’s political crisis",NA,"The Delegation of the European Union issued the following statement in agreement with the EU ambassadors and the Norwegian ambassador resident in Colombo. ""As steady friends of Sri Lanka, we welcome the peaceful and democratic resolution of the political crisis in accordance with the constitution. We commend the resilience of Sri Lanka’s democratic institutions and will continue to support its efforts towards national reconciliation and prosperity for all,""",NA,NA,English,0,0,0
2018-12-18T00:00:00Z,The Island,News,Neutral,Neutral,"West, India welcome outcome in Sri Lanka",NA,"Several western nations, including the EU, the United States and Australia, yesterday welcomed the political developments in Sri Lanka. ""As steady friends of Sri Lanka, we welcome the peaceful and democratic resolution of the political crisis in accordance with the constitution. We commend the resilience of Sri Lanka’s democratic institutions and will continue to support its efforts towards national reconciliation and prosperity for all,"" the Delegation of the European Union said issuing a statement in agreement with the EU Ambassadors and the Norwegian Ambassador resident in Colombo.",NA,NA,English,0,0,0
2018-12-17T00:00:00Z,Daily FT,News,Neutral,Neutral,Norwegian Ambassador visits Colombo Dockyard,NA,"Colombo Dockyard had the honour of a courtesy visit by His Excellency Thorbjørn Gaustadsæther the Norwegian Ambassador for Sri Lanka, recently. The Ambassador was accompanied by Ms. Dharini Shamali Daluwatte Senior Advisor, Commercial Cooperation of the Royal Norwegian Embassy. During the discussion, Managing Director and CEO of Colombo Dockyard Mr. D.V. Abeysinghe explained in detail about the shipyard’s products, services, capabilities, facilities, markets served and the extent of cooperation Colombo Dockyard has with Norwegian partners at present in the Shipbuilding and Ship repairing sectors. His Excellency Thorbjørn Gaustadsæther recognized the outstanding progress Colombo Dockyard has achieved at present in the maritime sector in Sri Lanka, delivering ships to a global clientele and wished the Shipyard good luck in the future.",NA,NA,English,0,0,0
2018-12-17T00:00:00Z,Daily Mirror,News,Neutral,Neutral,Norwegian Ambassador visits Colombo Dockyard,NA,"Colombo Dockyard had the honour of a courtesy visit by His Excellency Thorbjørn Gaustadsæther the Norwegian Ambassador for Sri Lanka, recently. The Ambassador was accompanied by Ms. Dharini Shamali Daluwatte Senior Advisor, Commercial Cooperation of the Royal Norwegian Embassy. During the discussion, Managing Director and CEO of Colombo Dockyard Mr. D.V. Abeysinghe explained in detail about the shipyard’s products, services, capabilities, facilities, markets served and the extent of cooperation Colombo Dockyard has with Norwegian partners at present in the Shipbuilding and Ship repairing sectors. His Excellency Thorbjørn Gaustadsæther recognized the outstanding progress Colombo Dockyard has achieved at present in the maritime sector in Sri Lanka, delivering ships to a global clientele and wished the Shipyard good luck in the future.",NA,NA,English,0,0,0
2018-12-17T00:00:00Z,Daily Mirror,News,Neutral,Neutral,EU welcomes SL political resolution,NA,"The Delegation of the European Union today welcomed the peaceful and democratic resolution of the political crisis in Sri Lanka in accordance with the constitution. They commend the resilience of Sri Lanka's democratic institutions and will continue to support its efforts towards national reconciliation and prosperity for all, the Delegation of the European Union said in a statement in agreement with the EU Ambassadors and the Norwegian Ambassador resident in Colombo.",NA,NA,English,0,0,0
2018-12-17T00:00:00Z,The Island,News,Neutral,Neutral,A Lankan has made India’s most expensive movie,NA,"Allirjah Subaskaran, a former immigrant from Sri Lanka, who bankrolled India’s costliest movie and is running his family’s telecom, healthcare, financial services, media and entertainment conglomerate in the U.K. The article mentions that his love for Tamil movies led him to set up Lyca Productions, a production and distribution company based in Chennai, in 2014. It’s part of the privately held Lyca Group. A 2017 financial presentation by the group claimed that its revenues were more than USD 2.2 billion in 2016. The group’s flagship brand is Lycamobile started in 2006 in the Netherlands. From there, the group expanded to Belgium, Denmark, Norway and other European countries. Lycamobile says it’s currently serving 15 million customers across 23 countries. Lyca also runs three resturants across London and has a travel arm, Lycafly",NA,NA,English,0,0,0
2018-12-16T00:00:00Z,Divaina,Long Opinion,Negative,Neutral,PRABAKARANGE DESHAPALANA SAGAYO,SHAMENDRA FERDINANDO,NA,NA,NA,Sinhala,-1,0,-1
2018-12-16T00:00:00Z,Divaina,Column,Negative,Neutral,MENNA SRI LANKAVE AMARICANU HAMUDA KANDAURAK,KEERTHI VARNAKULASURIYA,NA,NA,NA,Sinhala,-1,0,-1
2018-12-16T00:00:00Z,Ceylon Today,News,Positive,Positive,Norway partners with UNDP Sri Lanka to support SDG 16,NA,"The Norwegian Government has entered into a partnership agreement with the United Nations Development Program (UNDP) in Sri Lanka to extend support to UNDP Sri Lanka’s flagship portfolio on the Sustainable Development Goals (SDG) 16: Peace, Justice and Strong Institutions project from December 2018 to December 2020. The Ambassador of Norway to Sri Lanka and Maldives, Thorbjørn Gaustadsæther, and UNDP Sri Lanka Country Director Jorn Sorensen signed the partnership agreement amounting to USD 1.5 million. Under the partnership, the UNDP aims to strengthen select policymaking and oversight structures to perform core functions for improved accountability and inclusivity, provide marginalised and vulnerable communities with increased and equitable access to justice, including demand-driven legal protection and gender sensitive services. It also aims to strengthen the capacity of national and sub-national level institutions to deliver equitable, accountable and effective services.",NA,NA,English,1,1,2
2018-12-16T00:00:00Z,Sunday Observer,Feature,Neutral,Neutral,No intention of remaining as PM without general election – Mahinda Pajapaksa,NA,"This article features the full speech delivered by the Prime Minister Mahinda Rajapaksa who was appointed by President Mathripala Sirisena on 26 October, 2018. In his speech, Prime Minister Mahinda Rajapaksa stressed that the only way to restore stability to a destablised democracy, will be through a General Election. He said according to our Constitution, sovereignty is vested in the people and not in Parliament. He further questioned the argument, put forward by certain voices, that the president does not have the power to dissolve Parliament as per the 19th Amendment. He recalled a copy of a report published by an inter-governmental organisation called the ‘International Institute for Democracy and Electoral Assistance’. According to that report, he stated that there are only two countries that require a two-thirds majority to dissolve Parliament – Kosovo and Lithuania. However, the head of states of the said countries can dissolve Parliament if a no confidence motion against the Government is adopted or if the statement of government policy is rejected. He furthered stated that the only country mentioned therein which has a Parliament that cannot be dissolved under any circumstances until the end of its term, is Norway. The premier noted that the situation in Norway is different to that of Sri Lanka’s. Since the population of Norway is smaller than the whole of Sri Lanka’s Western Province. Furthermore, Norway is a constitutional monarchy. Even if a government is defeated in Parliament, it has to continue in office until a new government is appointed by the King. When the King in Council presents the annual budget to Parliament, it will be debated but there is no tradition of defeating budgets in Norway. Most of the time, Norway has had minority governments that do not have a majority in Parliament. That is the situation at this moment as well. Accordingly, he remarked that what works in Norway will not work in Sri Lanka.",NA,NA,English,0,0,0
2018-12-16T00:00:00Z,The Sunday Times,Feature,Neutral,Neutral,70th anniversary of the ‘International Human Rights Day’ – Universal Declaration of Human Rights has benefitted millions: Hanaa Singer,Sadun A Jayasekera,"Resident Coordinator and United Nations Development Programme Resident Representative Hanaa Singer delivered the keynote address at a ceremony held to mark the 70th anniversary of the ‘International Human Rights Day’. Ms. Singer went on to say that in 1948, when the Universal Declaration was signed, the life expectancy in Sri Lanka was 53 years. At that time Norway had the highest life expectation in the world which was 71 years. She remarked that the declaration is therefore as old today as an average person would have been expected to live when it was drafted.",NA,NA,English,0,0,0
2018-12-16T00:00:00Z,The Sunday Times,News,Neutral,Neutral,The UK’s first digital air traffic control centre,Phoebe Weston,"A digital air traffic control (ATC) centre has opened at a UK airfield for the first time. Controllers at Cranfield Airport in Bedfordshire have begun using live footage from high-definition cameras to direct take-offs and landings. The technology replicates what can be seen through the windows of the traditional ATC tower. A live feed of panoramic views is relayed on to 14 screens in an operations room at the airport. It provides the ability to zoom in on aircraft and locate them in times of poor visibility. It is the first time a digital ATC centre has been used at a UK airport. The technology has already been tested in Australia, Sweden, Norway and Ireland",NA,NA,English,0,0,0
2018-12-16T00:00:00Z,Thinakkural,Feature,Neutral,Neutral,The Sinhalese leaders speak of democracy to protect majoritarianism,M. Thirunavukarasu,"The Sinhalese political leaders have been taking the concept of majoritarianism under the guise of democracy in Sri Lanka. The Ranil Wickremesinghe headed United National Party (UNP) too earlier contributed to take forward the concept throughout the year. Now they Wickremesinghe camp call for protecting democracy where the Tamil leaders too included to undertake the political movement. Before the independence, most of the Sinhalese political leaders were Christians and later they were converted to Buddhism in order to be survived and successful in their politics as Buddhism had emerged in the Sri Lankan politics. The Sinhala-Buddhist concept was publicised and nationalism emerged. The Sinhalese politicians were victorious in all types of struggles that the Tamils had undertaken to get their rights. The Sinhala nationalism could be eradicated by winning the democratic rights of the Tamil people. International and domestic pressure could make the Sinhalese leaders give the rights to the Tamils and the rights should be ensured by the international community. A mechanism should be formed to resolve the problems faced by the Tamil people in a way how the peace keeping process were carried out by the international community through the mediation of the Norwegian Foreign Ministry.",NA,NA,Tamil,0,0,0
2018-12-15T00:00:00Z,Daily Mirror,News,Neutral,Neutral,Lyca Productions pushes boundaries of innovation with 2.0,NA,"2.0, the magnum opus of Lyca Production is India’s first movie shot in 3D with a budget of over $ 85 million, the most expensive movie thus far and it’s already breaking records with a Rs. 120 crore earnings on advance bookings becoming the first Tamil movie in India to achieve gargantuan pre-release success. The collaboration of Lyca Productions in Sri Lanka has assured innovative, decade-defining global movies available with exceptional viewing experiences for Sri Lankan audiences. The Sri Lankan born Subaskaran Allirajah is the chairman of Lyca Productions, the Founder and Chairman of Lycatel and Lycamobile Group of Companies. With humble beginnings, Subaskaran was able to rise up to being an industry-thought leader with over 18 years of entrepreneurial experience in the telecommunication industry. With his leadership and vision, he was able to grow Lycatel in to a global platform reaching to 23 countries including UK, France, Australia, Norway, Sweden, South Africa, Tunisia, Netherlands, Germany, Belgium, Spain, Italy, USA and Canada employing over 10,000 multicultural employees.",NA,NA,English,0,0,0
2018-12-15T00:00:00Z,The Sunday Times,News,Neutral,Neutral,An anatomy of a political tsunami,NA,"This editorial analysis the 52 day political crisis that unravelled on 26 October. The article explored the news circulating of the talks that took place at the residence of S.B Dissanayake paving the way for a new government; the reappointment of Ranil Wickremesighne as Prime Minister even after President Sirisena’s vow to not appoint him; the legal position of Sirisena’s move to dissolve parliament, among others. The article also recalled a previous article published on The The Sunday Times on 7 October that revealed exclusively that during talks, President Sirisena had told Rajapaksa it was “extremely difficult” for him to work with the then Premier Ranil Wickremesinghe.  The article reports that subsequently a concerned western diplomat in Colombo telephoned Wickremesinghe who had by then arrived in London after a visit to Oslo, Norway. Following which Wickremesinghe telephoned party seniors from the British capital but decided to go through with his programme.",NA,NA,English,0,0,0
2018-12-15T00:00:00Z,Virakesari,News,Neutral,Negative,Rajapaksa to resign; will hand over the letter after addressing the nation,Robert Antony,"Mahinda Rajapaksa who was appointed as the prime minister by President Maithripala Sirisena on October 26, has scheduled to hand over the letter of his resignation from the post of prime minister after addressing the nation today 15th). At this situation, if Rajapaksa does not resign, the president would not be able to appoint a new prime minister and the new cabinet. Meanwhile, when Rajapaksa resigns, Ranil Wickremesinghe headed government will take over the administration. On October 26, Sirisena removed Wickremesinghe and appointed Rajapaksa as the prime minister. But the ousted prime minister said that he had been the legitimate prime minister. The United Nations urged that the parliament should be convened. International community such as the United States, Japan, Norway, Britain, Germany and the European Union had also urged the president to reconvene the parliament.",NA,NA,Tamil,0,-1,-1
2018-12-14T00:00:00Z,Daily News,News,Neutral,Neutral,Nobel laureate urges Iraq to probe Yazidis fate,NA,Nobel laureate and former militant captive Nadia Murad called on Iraq yesterday to create a special team to investigate the fate of other members of her Yazidi minority kidnapped by the Islamic State group. Murad was jointly awarded the Nobel Prize in Oslo with Congolese Doctor Denis Mukwege for her work to highlight the plight of Iraq’s Yazidis.,NA,NA,English,0,0,0
2018-12-14T00:00:00Z,Daily News,News,Neutral,Neutral,Army Media Advisor receives Uttama Seva Janabhimani award,NA,"The All Ceylon Independent Media Organisation (ACIMO), in association with International Multi Publishers (IMP) during its annual 'Janabhimani Honourary Awards Felicitation Ceremony-2018' at BMICH on Tuesday, awarded a special Uttama Seva Janabhimani Honourary Award (Janabhimani Gaurawa Helaye Maha Viru Ravana Uttama Seva Sammana) to Army Media Advisor Sisira Wijesinghe, in recognition of his multifaceted services to the Army and the nation for nearly 20 years as the Media Advisor, Chief Editor and Lecturer at the Army. A graduate at the University of Oslo in Norway, Army Media Advisor Wijesinghe, having joined the Army after his arrival in Sri Lanka, is one of the founding members of the Media apparatus in the organisation under the guidelines, given by respective former Commanders and Military Spokesmen/Media Directors in 2000. As terrorism was reaching its peak, Wijesinghe was instrumental in pioneering the establishment of the then Media Centre for National Security (MCNS) of the Ministry of Defence in 2006 as an umbrella organisation to counter false terrorist propaganda which had by then spread throughout the world",NA,NA,English,0,0,0
2018-12-14T00:00:00Z,Tamil Mirror,News,Positive,Positive,Norway partners with UNDP Sri Lanka,NA,"The Government of Norway entered into a partnership agreement with the United Nations Development Programme (UNDP) in Sri Lanka to extend support to UNDP Sri Lanka's flagship portfolio on SDG (Sustainable Development Goals) 16: Peace, Justice and Strong Institutions project for the period December 2018 to December 2020. The Ambassador of Norway to Sri Lanka and Maldives, Thorbjørn Gaustadsæther and UNDP Sri Lanka Country Director Jorn Sorensen signed the partnership agreement amounting to NOK 12.6 million (USD 1.5 million). Under the partnership, UNDP aims to strengthen select policymaking and oversight structures to perform core functions for improved accountability and inclusivity, provide marginalized and vulnerable communities increased and equitable access to justice, including demand-driven legal protection and gender sensitive services. It also aims to strengthen the capacity of national and sub-national level institutions to deliver equitable, accountable and effective services. Commenting on the project, Norwegian Ambassador Gaustadsæther said, ""Norway is pleased to support UNDP's Flagship Portfolio on SDG 16: Peace, Justice and Strong Institutions project, particularly because United Nations is globally accepted to promote human rights and Sustainable Development Goals.""",NA,NA,Tamil,1,1,2
2018-12-13T00:00:00Z,Daily FT,News,Neutral,Neutral,Electric Jaguar I-PACE voted Norway’s Car of the Year,NA,"The all-electric Jaguar I-PACE has been awarded Norwegian Car of the Year 2019. Eight expert jurors voted for Jaguar’s first electric vehicle (EV) against eight other finalists, including the Volvo V60, Nissan Leaf and Ford Focus. The British EV has had a profound impact in the Norwegian market, more than doubling Jaguar sales there in the last six months. Norway is one of the most developed markets for electrified vehicles in the world: There are more than 178,500 EVs on the road already, and they account for 29 percent of the vehicles sold in the country this year so far add in hybrid and plug-in hybrid electric vehicles and that figure reaches 60 percent.",NA,NA,English,0,0,0
2018-12-13T00:00:00Z,Daily Mirror,News,Neutral,Neutral,This former immigrant from Sri Lanka just made India’s most expensive movie,NA,"Allirjah Subaskaran, a former immigrant from Sri Lanka, who bankrolled India’s costliest movie and is running his family’s telecom, healthcare, financial services, media and entertainment conglomerate in the U.K. The article mentions that his love for Tamil movies led him to set up Lyca Productions, a production and distribution company based in Chennai, in 2014. It’s part of the privately held Lyca Group. A 2017 financial presentation by the group claimed that its revenues were more than USD 2.2 billion in 2016. The group’s flagship brand is Lycamobile started in 2006 in the Netherlands. From there, the group expanded to Belgium, Denmark, Norway and other European countries. Lycamobile says it’s currently serving 15 million customers across 23 countries. Lyca also runs three restaurants across London and has a travel arm, Lycafly.",NA,NA,English,0,0,0
2018-12-12T00:00:00Z,Daily FT,News,Neutral,Neutral,Former immigrant from Sri Lanka just made India’s most expensive movie,NA,"Allirjah Subaskaran, a former immigrant from Sri Lanka, who bankrolled India’s costliest movie, runs his family’s telecom, healthcare, financial services, media and entertainment conglomerate in the U.K. The article mentions that his love for Tamil movies led him to set up Lyca Productions, a production and distribution company based in Chennai, in 2014. It’s part of the privately held Lyca Group. A 2017 financial presentation by the group claimed that its revenues were more than USD 2.2 billion in 2016. The group’s flagship brand is Lycamobile started in 2006 in the Netherlands. From there, the group expanded to Belgium, Denmark, Norway and other European countries. Lycamobile says it’s currently serving 15 million customers across 23 countries. Lyca also runs three restaurants across London and has a travel arm, Lycafly.",NA,NA,English,0,0,0
